id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness
50455,Under My Thumb,The Rolling Stones,rock,relaxed,0.49,126,0.8,0.73,0.3
50456,At The Hop,Danny & The Juniors,rock,euphoric,0.83,192,0.89,0.41,0.69
50457,La Boda De Luis Alonso,Los Churumbeles De España,rock,relaxed,0.57,121,0.88,0.54,0.78
50458,Milk & Honey,Billie Marten,rock,chill,0.56,81,0.46,0.29,0.68
50459,Yo Que No Vivo Sin Ti,Angelica Maria,rock,sad,0.47,96,0.19,0.39,0.53
50460,"Hello, Goodbye - Remastered 2009",The Beatles,rock,happy,0.73,99,0.81,0.48,0.31
50461,Vivendo Nesse Absurdo,Charlie Brown Jr.,rock,moody,0.75,76,0.28,0.21,0.0
50462,Pawns & Kings,Alter Bridge,rock,intense,0.87,86,0.28,0.45,0.0
50463,Give Me A Sign,Breaking Benjamin,rock,confident,0.82,156,0.41,0.21,0.0
50464,Kings And Queens,Thirty Seconds To Mars,rock,angry,0.82,165,0.14,0.29,0.04
50465,It's Only Love - Remastered 2009,The Beatles,rock,chill,0.55,113,0.69,0.63,0.22
50466,Future King,Rupert Gregson-Williams;Lorne Balfe,rock,melancholic,0.22,120,0.04,0.33,0.56
50467,El Tiempo Es Dinero - Remasterizado 2007,Soda Stereo,rock,confident,0.92,183,0.7,0.55,0.02
50468,Üryan Geldim,Cem Karaca,rock,chill,0.35,94,0.65,0.29,0.12
50469,Wasted,Tomberlin,rock,relaxed,0.57,93,0.72,0.77,0.43
50470,Ghost Song,Jim Morrison;The Doors,rock,relaxed,0.48,110,0.7,0.76,0.42
50471,Perfectos Cromosomas,Catupecu Machu,rock,confident,0.94,143,0.46,0.61,0.02
50472,Ojitos Soñados - Live,"Ramona;Daniel, Me Estás Matando",rock,chill,0.41,77,0.54,0.62,0.03
50473,Peppa And Friends,Peppa Pig,rock,chill,0.44,141,0.54,0.72,0.85
50474,Your Mother Should Know - Remastered 2009,The Beatles,rock,dreamy,0.29,117,0.72,0.7,0.78
50475,Old Soul,Katee Kross,rock,chill,0.4,105,0.54,0.69,0.08
50476,Release,Pearl Jam,rock,melancholic,0.34,80,0.06,0.24,0.45
50477,Kol Düğmeleri,Barış Manço,rock,chill,0.44,163,0.43,0.38,0.0
50478,Ripple - 2013 Remaster,Grateful Dead,rock,chill,0.41,126,0.68,0.6,0.43
50479,Pretend We're Dead,L7,rock,happy,0.79,115,0.91,0.57,0.0
50480,Lady Jane - Mono,The Rolling Stones,rock,sad,0.46,206,0.31,0.38,0.36
50481,Heaven Beside You,Alice In Chains,rock,focused,0.72,111,0.56,0.55,0.0
50482,Taking a Stand,Henry Jackman,rock,sad,0.46,89,0.25,0.4,0.3
50483,Blow Me Away,Breaking Benjamin,rock,confident,0.95,99,0.49,0.54,0.0
50484,Şarkılar Yazdım,Asu Maralman,rock,relaxed,0.58,104,0.71,0.51,0.64
50485,Chocolate,The 1975,rock,confident,0.94,100,0.61,0.61,0.0
50486,Lo que te queda,Los Solitarios,rock,chill,0.38,89,0.54,0.37,0.18
50487,Yalvarırım Affet,Kamuran Akkor,rock,sad,0.34,71,0.28,0.48,0.96
50488,Sometimes I Feel Like Screaming,Deep Purple,rock,moody,0.7,89,0.19,0.47,0.01
50489,Burn The Bridges - Demo Version,Seether,rock,confident,0.86,81,0.55,0.63,0.0
50490,Tu inolvidable sonrisa - Con banda,Los Freddy's,rock,dreamy,0.35,103,0.94,0.64,0.46
50491,Long Live Love - Remastered 2004,Sandie Shaw,rock,relaxed,0.47,151,0.9,0.54,0.6
50492,Bye Bye Love,The Everly Brothers,rock,relaxed,0.52,169,0.89,0.55,0.72
50493,Triángulo (feat. Thalia),Los Baby's;Thalia,rock,confident,0.84,142,0.55,0.49,0.47
50494,Rezo por Vos,Charly García,rock,focused,0.78,120,0.46,0.61,0.13
50495,Canción De Alicia En El País - Remastered 2012,Serú Girán,rock,melancholic,0.27,115,0.15,0.48,0.68
50496,Burning Bright - Acoustic; Live from Kansas City,Shinedown,rock,moody,0.66,116,0.23,0.51,0.06
50497,Tardes De Outono,Rosa Tattooada,rock,focused,0.68,130,0.52,0.63,0.07
50498,weapon,Against The Current,rock,confident,0.92,180,0.44,0.4,0.0
50499,Diet 1-2-3,The Good The Bad and The Zugly,rock,intense,0.92,188,0.29,0.33,0.0
50500,Brilla Tu Luz Para Mí,Sumo,rock,happy,0.71,104,0.69,0.6,0.0
50501,Stronger Than Me,Amy Winehouse,rock,relaxed,0.46,91,0.82,0.88,0.04
50502,Mudshovel,Staind,rock,intense,0.83,106,0.34,0.33,0.0
50503,Red House,Jimi Hendrix,rock,chill,0.48,53,0.48,0.28,0.58
50504,From Yesterday,Thirty Seconds To Mars,rock,angry,0.88,135,0.13,0.47,0.01
50505,Sem Medo Da Escuridão,Charlie Brown Jr.;MV Bill,rock,confident,0.94,112,0.51,0.7,0.18
50506,La Colina de la Vida,Attaque 77,rock,confident,0.98,103,0.45,0.4,0.0
50507,Triste luna (Mr. Moonlight),Los Apson,rock,chill,0.38,117,0.67,0.6,0.69
50508,I Can Wait Forever,Simple Plan,rock,moody,0.73,142,0.23,0.39,0.0
50509,Big Love - 2018 Remaster,Fleetwood Mac,rock,focused,0.75,125,0.62,0.71,0.03
50510,Satellite of Love,Lou Reed,rock,chill,0.5,121,0.57,0.46,0.44
50511,P5hng Me A*wy (Mike Shinoda Reanimation) [feat. Stephen Richards],Linkin Park;Stephen Richards,rock,focused,0.77,103,0.61,0.56,0.04
50512,No Hay Distancia,Allison,rock,confident,0.81,94,0.43,0.48,0.02
50513,Let Me Go,3 Doors Down;Jack Joseph Puig,rock,confident,0.86,92,0.49,0.48,0.02
50514,Suite: Judy Blue Eyes - 2005 Remaster,"Crosby, Stills & Nash",rock,sad,0.36,154,0.3,0.46,0.47
50515,At Rainbows End,Spidergawd,rock,confident,0.84,148,0.41,0.19,0.0
50516,J'ai oublié,Captaine Révolte,rock,focused,0.79,148,0.53,0.51,0.06
50517,Tengo Miedo,Los Brios,rock,focused,0.63,94,0.49,0.44,0.25
50518,Oi :),Lupa,rock,focused,0.68,139,0.59,0.56,0.0
50519,DUNKEL,Die Ärzte,rock,happy,0.94,156,0.78,0.51,0.0
50520,Her Şey Bitmiştir Artık,Rana Alagöz;Selçuk Alagöz,rock,happy,0.66,199,0.89,0.22,0.64
50521,Gimme Just A Second,Backstreet Girls,rock,confident,0.83,174,0.54,0.38,0.0
50522,Red Right Hand,PJ Harvey,rock,melancholic,0.07,169,0.04,0.24,0.99
50523,Alles anders,Feine Sahne Fischfilet,rock,intense,0.92,131,0.35,0.54,0.01
50524,Heel,Toadies,rock,intense,0.97,166,0.27,0.45,0.0
50525,A Thief's End,Henry Jackman,rock,sad,0.47,125,0.04,0.22,0.75
50526,Today - 2011 Remaster,The Smashing Pumpkins,rock,confident,0.82,82,0.41,0.46,0.0
50527,Promesas de Amor (feat. Los Ávila Boys),Los Baby's;Los Ávila Boys,rock,happy,0.75,102,0.9,0.74,0.34
50528,Street Fighting Man,Rod Stewart,rock,focused,0.77,136,0.61,0.54,0.28
50529,Push,Lenny Kravitz,rock,happy,0.8,149,0.72,0.58,0.02
50530,Das ist der Moment,Die Toten Hosen,rock,focused,0.74,130,0.6,0.6,0.04
50531,Son Of A Preacher Man,Dusty Springfield,rock,chill,0.43,180,0.64,0.4,0.54
50532,"This Is How You Walk On - From ""Gifted""",Gary Lightbody;Johnny McDaid,rock,sad,0.41,79,0.29,0.38,0.26
50533,Hurt,Elvis Presley,rock,chill,0.48,111,0.59,0.61,0.89
50534,Ocean Avenue,Yellowcard,rock,happy,0.9,173,0.79,0.49,0.0
50535,The Four Horsemen,Aphrodite's Child,rock,moody,0.65,95,0.18,0.29,0.06
50536,One Of These Things First,Nick Drake,rock,chill,0.37,90,0.67,0.6,0.84
50537,Yeryüzü Cenneti,Erkut Taçkın,rock,focused,0.77,92,0.56,0.52,0.62
50538,Soul Song,Grey Daze,rock,moody,0.61,74,0.12,0.4,0.43
50539,Your Hands,Marsha Ambrosius,rock,melancholic,0.29,88,0.08,0.35,0.77
50540,Take Me Somewhere Nice,Mogwai,rock,sad,0.56,124,0.07,0.46,0.39
50541,Wake Up Call,Theory of a Deadman,rock,moody,0.71,75,0.37,0.24,0.08
50542,Some Day Soon,Alexi Murdoch,rock,chill,0.55,92,0.42,0.59,0.93
50543,Downer,Nirvana,rock,confident,0.93,101,0.56,0.3,0.0
50544,Encarcelamiento,Alberto Vazquez,rock,chill,0.36,115,0.5,0.78,0.63
50545,Ich liebe Dich für immer,Casanovas schwule Seite,rock,intense,0.96,188,0.32,0.23,0.04
50546,Don’t Give Up On Me,Andy Grammer,rock,sad,0.54,112,0.07,0.64,0.09
50547,Pink,Aerosmith,rock,happy,0.75,171,0.78,0.43,0.01
50548,Prelude for String Orchestra (Live),Gerald Finzi;Klein High School Chamber Orchestra;Creston Herron,rock,melancholic,0.11,137,0.08,0.15,0.81
50549,Do the Evolution,Pearl Jam,rock,intense,0.98,140,0.33,0.47,0.0
50550,Space Truckin' - Remastered 2012,Deep Purple,rock,confident,0.88,129,0.71,0.62,0.03
50551,Stay,Alter Bridge,rock,confident,0.94,120,0.35,0.48,0.0
50552,Vete De Aquí,Carlos Lico,rock,chill,0.42,78,0.66,0.44,0.77
50553,Run Back Into Your Arms,Rod Stewart,rock,euphoric,0.92,146,0.89,0.59,0.09
50554,"Popurrí ""Los Panchos""",Jorge Muñiz,rock,chill,0.52,99,0.68,0.56,0.63
50555,No Ordinary Love,Sade,rock,relaxed,0.36,166,0.7,0.63,0.47
50556,Enemies,Shinedown,rock,confident,0.97,136,0.5,0.51,0.0
50557,Melhor do Que Você Pensa,Tequila Baby,rock,happy,0.77,130,0.83,0.59,0.0
50558,Sunrise,Simply Red,rock,happy,0.73,105,0.94,0.79,0.0
50559,Baby Jane,Rod Stewart,rock,happy,0.8,123,0.73,0.64,0.01
50560,Found Out About You,Gin Blossoms,rock,confident,0.93,134,0.63,0.49,0.0
50561,Making A Fire,Foo Fighters,rock,confident,0.95,91,0.65,0.51,0.0
50562,He Films The Clouds Pt. 2,Maybeshewill,rock,moody,0.69,160,0.2,0.45,0.7
50563,Bailando Como Mono,La Floripondio,rock,happy,0.65,114,0.97,0.68,0.02
50564,A Thousand Years (feat. Steve Kazee) - Pt. 2; The Twilight Saga: Breaking Dawn Soundtrack,Christina Perri;Steve Kazee,rock,melancholic,0.28,138,0.15,0.27,0.62
50565,One,Creed,rock,confident,0.93,110,0.43,0.56,0.0
50566,Glasgow Love Theme,Craig Armstrong,rock,melancholic,0.12,78,0.04,0.31,0.98
50567,And I Love You So,Elvis Presley,rock,chill,0.33,81,0.39,0.48,0.13
50568,The Twist,Chubby Checker,rock,happy,0.62,156,0.85,0.57,0.18
50569,Dunia Belum Berakhir,Anarcute,rock,focused,0.65,97,0.52,0.52,0.0
50570,Headlights,Charlie Cunningham,rock,chill,0.4,86,0.51,0.62,0.88
50571,#eeeaa,Endank Soekamti;CJR,rock,happy,0.8,95,0.68,0.71,0.0
50572,LOVE ABOUT IT (feat. blackbear),Waterparks;blackbear,rock,confident,0.84,158,0.43,0.49,0.03
50573,Ruh,She Past Away,rock,confident,0.9,143,0.41,0.56,0.0
50574,Do It Again - Remastered 2012,The Beach Boys,rock,relaxed,0.55,118,0.89,0.75,0.53
50575,La Hiedra,Los Fredy´s,rock,chill,0.55,136,0.46,0.42,0.16
50576,Cold Shoulder,Adele,rock,confident,0.82,109,0.35,0.65,0.0
50577,Parece Que Fue Ayer,Marco Antonio Muñiz;Pedro Vargas,rock,chill,0.52,94,0.6,0.42,0.86
50578,Nuestro Amor Es el Más Bello del Mundo,Estela Nuñez,rock,relaxed,0.58,127,0.92,0.75,0.61
50579,Is This the End?,Lorne Balfe,rock,melancholic,0.15,146,0.04,0.19,0.54
50580,Rope,Foo Fighters,rock,focused,0.73,138,0.54,0.51,0.0
50581,Ruega por Mí (Prega Per Me),Estela Nuñez,rock,chill,0.4,96,0.39,0.49,0.85
50582,Canción para mañana,Los Bunkers,rock,confident,0.88,174,0.43,0.17,0.02
50583,Alive,Pearl Jam,rock,confident,0.88,75,0.59,0.28,0.01
50584,Lost in You,Three Days Grace,rock,confident,0.87,162,0.37,0.43,0.02
50585,Take A Picture,Filter,rock,moody,0.78,98,0.28,0.54,0.0
50586,Du lebst nur einmal,Die Toten Hosen,rock,confident,0.91,109,0.68,0.48,0.0
50587,Pasos - Remasterizado 2007,Soda Stereo,rock,chill,0.58,88,0.36,0.47,0.06
50588,Tanto (I Want You) - Ao Vivo,Skank,rock,confident,0.84,97,0.53,0.51,0.03
50589,Vera,Pink Floyd,rock,melancholic,0.16,34,0.09,0.18,0.68
50590,Shut Up and Dance,WALK THE MOON,rock,confident,0.87,128,0.62,0.58,0.01
50591,Rise,Gabrielle,rock,chill,0.48,144,0.61,0.55,0.34
50592,Культ тела,Buerak,rock,focused,0.79,180,0.41,0.54,0.04
50593,Rise & Fall (feat. Sting),Craig David;Sting,rock,relaxed,0.59,83,0.81,0.41,0.25
50594,The Bomb,Florence + The Machine,rock,sad,0.2,110,0.31,0.59,0.91
50595,Trying Not to Love You,Nickelback,rock,confident,0.92,160,0.41,0.47,0.01
50596,Reflections Of My Life,Marmalade,rock,chill,0.2,93,0.41,0.39,0.28
50597,Johnny Vai A Guerra (Outra Vez),Plebe Rude,rock,happy,0.77,93,0.66,0.51,0.0
50598,Ich und die Stadt,Public Service Broadcasting;Nina Hoss,rock,sad,0.22,126,0.28,0.32,0.87
50599,Oye (Hey There),Enrique Guzman,rock,chill,0.41,124,0.58,0.25,0.61
50600,Lady,Styx,rock,moody,0.68,137,0.36,0.39,0.17
50601,Adan y Eva,Cesar Costa,rock,chill,0.43,100,0.65,0.46,0.84
50602,Hunger Strike - 25th Anniversary Mix,Temple Of The Dog,rock,moody,0.73,137,0.31,0.38,0.03
50603,Imogen,Nick Mulvey,rock,sad,0.58,86,0.23,0.49,0.85
50604,Hunted,Egypt Central,rock,confident,0.94,194,0.39,0.17,0.0
50605,I Always Wanna Die (Sometimes),The 1975,rock,sad,0.47,148,0.04,0.38,0.01
50606,Lejos de Tu Casa,Flema,rock,euphoric,0.93,108,0.9,0.47,0.0
50607,Serve The Servants,Nirvana,rock,confident,0.9,119,0.67,0.43,0.0
50608,Bolso Gris,Los Caligaris,rock,happy,0.72,97,0.77,0.69,0.03
50609,Den siste mohikanen,Little Gerhard,rock,euphoric,0.8,131,0.92,0.59,0.48
50610,Words As Weapons,Seether,rock,confident,0.9,109,0.62,0.59,0.01
50611,Akıbet,Duman,rock,sad,0.54,140,0.18,0.38,0.36
50612,Carpinteiro do universo,Marcelo Nova;Raul Seixas,rock,chill,0.55,100,0.39,0.62,0.28
50613,Insensível,Titãs,rock,happy,0.71,120,0.92,0.65,0.06
50614,Sultans Of Swing,Dire Straits,rock,happy,0.79,148,0.93,0.73,0.06
50615,Walk On Water - Acoustic,Thirty Seconds To Mars,rock,focused,0.64,139,0.41,0.52,0.2
50616,I'll Never Fall In Love Again,Elvis Presley,rock,sad,0.37,145,0.29,0.29,0.84
50617,I See Red,Frenzy,rock,confident,0.89,102,0.58,0.48,0.01
50618,Holiday (2015 - Remaster),Scorpions,rock,sad,0.43,117,0.3,0.44,0.37
50619,This I Love,Guns N' Roses,rock,sad,0.44,92,0.13,0.26,0.6
50620,Superhero Girl,Eve 6,rock,happy,0.82,124,0.77,0.52,0.0
50621,Alone,Heart,rock,sad,0.45,175,0.17,0.42,0.64
50622,Had To Fall In Love,The Moody Blues,rock,sad,0.31,71,0.35,0.49,0.68
50623,D'yer Mak'er - Remaster,Led Zeppelin,rock,confident,0.93,163,0.56,0.53,0.26
50624,Stuck on You,Elvis Presley,rock,relaxed,0.51,131,0.95,0.65,0.76
50625,Trouble / Guitar Man - Live from the '68 Comeback Special,Elvis Presley,rock,confident,0.83,116,0.74,0.43,0.31
50626,If You Want Blood (You've Got It),AC/DC,rock,confident,0.93,141,0.54,0.49,0.03
50627,I Wish I Was the Moon,Ewan J Phillips;Marley Chapman,rock,melancholic,0.32,99,0.08,0.4,0.88
50628,"FIGHTING FISTS, ANGRY SOUL",Hi-STANDARD,rock,happy,0.9,167,0.77,0.4,0.0
50629,I natt jag drömde något som,Hep Stars,rock,chill,0.33,72,0.5,0.4,0.52
50630,Hanginaround,Counting Crows,rock,happy,0.78,90,0.72,0.51,0.25
50631,The Life,Hinder,rock,moody,0.72,152,0.29,0.4,0.0
50632,Move It - Live; 1998 Remaster,Cliff Richard & The Drifters,rock,confident,0.92,96,0.66,0.49,0.04
50633,Sí acaso vuelves - Con banda,Los Freddy's,rock,relaxed,0.45,114,0.82,0.64,0.69
50634,Bir Of Çeksem,Cem Karaca,rock,happy,0.65,117,0.75,0.36,0.81
50635,La Secretaría,Mike Laure,rock,relaxed,0.58,117,0.91,0.82,0.63
50636,Penny Lane - Remastered 2015,The Beatles,rock,chill,0.59,113,0.55,0.68,0.1
50637,Antonia,Gondwana,rock,happy,0.64,95,0.94,0.76,0.3
50638,A Través del Amor (Under Stars of Love),Los Solitarios,rock,chill,0.18,93,0.51,0.62,0.82
50639,Cold,Crossfade,rock,confident,0.81,147,0.62,0.45,0.0
50640,Absolute Zero,Stone Sour,rock,confident,0.99,139,0.62,0.55,0.0
50641,Everywhere - 2018 Remaster,Fleetwood Mac,rock,chill,0.47,114,0.68,0.74,0.25
50642,We Die Young,Alice In Chains,rock,confident,0.94,125,0.53,0.49,0.0
50643,Firefly,InMe,rock,confident,0.89,94,0.54,0.55,0.05
50644,Ye Dunya,Karakoram;Faris Shafi;Talha Anjum,rock,moody,0.67,75,0.32,0.54,0.1
50645,Wasteland,10 Years,rock,moody,0.8,146,0.36,0.4,0.0
50646,Satellite,Nickelback,rock,confident,0.9,165,0.51,0.42,0.12
50647,February,Matilda Mann,rock,melancholic,0.21,174,0.12,0.31,0.91
50648,Gripin,Cemiyette Pişiyorum,rock,confident,0.89,100,0.64,0.55,0.0
50649,Júrame,Nelson Ned,rock,sad,0.41,74,0.31,0.29,0.68
50650,Devil's Advocate,The Neighbourhood,rock,happy,0.68,98,0.86,0.66,0.03
50651,When I Come Around,Green Day,rock,happy,0.91,97,0.81,0.53,0.02
50652,Be My Mistake,The 1975,rock,melancholic,0.15,109,0.09,0.57,0.83
50653,Nada Valgo Sin Tu Amor,Juanes,rock,moody,0.66,153,0.36,0.59,0.15
50654,If You Want Me to Stay,Sly & The Family Stone,rock,relaxed,0.48,101,0.76,0.84,0.28
50655,King of New Orleans,Better Than Ezra,rock,confident,0.89,167,0.68,0.39,0.0
50656,Selling The Drama,Live,rock,intense,0.91,124,0.34,0.45,0.01
50657,Solid Ground,Michael Kiwanuka,rock,melancholic,0.18,139,0.07,0.4,0.74
50658,Shadow on the Sun,Audioslave,rock,moody,0.66,141,0.29,0.33,0.0
50659,Un Millón De Años Luz - Remasterizado 2007,Soda Stereo,rock,confident,0.8,95,0.5,0.52,0.02
50660,Little Drummer Boy,Chris Tomlin,rock,relaxed,0.58,124,0.76,0.7,0.25
50661,Mayhem,Halestorm,rock,confident,0.98,172,0.4,0.4,0.0
50662,Cobarde para Amar,Los Gardelitos,rock,happy,0.73,119,0.72,0.55,0.0
50663,Aşık Olmamam Gerek - Canlı Akustik,Birileri,rock,happy,0.73,90,0.66,0.52,0.35
50664,Bombs Away,The Run Around,rock,confident,0.94,137,0.49,0.58,0.0
50665,Lo que doy - Vivo,Ratones Paranoicos,rock,confident,0.9,126,0.55,0.5,0.17
50666,Yorulmak Olmaz,Athena,rock,focused,0.71,137,0.49,0.63,0.0
50667,La Sal No Sala - Live,Charly García,rock,relaxed,0.57,127,0.71,0.77,0.3
50668,Negative Creep,Nirvana,rock,confident,0.95,81,0.42,0.37,0.0
50669,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",The Smiths,rock,chill,0.47,91,0.45,0.24,0.53
50670,Assassins Creed Theme,Lorne Balfe;Assassin's Creed,rock,sad,0.41,99,0.04,0.15,0.7
50671,After Hours,The Velvet Underground,rock,chill,0.15,120,0.47,0.61,0.84
50672,Sushi en Lata,Marilina Bertoldi,rock,happy,0.72,89,0.8,0.75,0.04
50673,Off The Tracks,Shaman's Harvest,rock,confident,0.93,99,0.45,0.62,0.01
50674,45,Shinedown,rock,moody,0.65,152,0.23,0.45,0.0
50675,Я тебя люблю,Где Фантом?,rock,focused,0.66,185,0.62,0.52,0.66
50676,Just Like Heaven,The Cure,rock,confident,0.94,151,0.48,0.44,0.05
50677,Wander Alone,Tiger Army,rock,confident,0.97,108,0.63,0.43,0.0
50678,Hometown Glory - High Contrast Remix,Adele;High Contrast,rock,angry,0.86,173,0.12,0.53,0.0
50679,By_Myslf (Josh Abraham and Mike Shinoda Reanimation),Linkin Park,rock,intense,0.96,103,0.26,0.55,0.0
50680,Domingo,Nelson Ned;Tropkillaz;Hot;Oreia,rock,focused,0.79,180,0.64,0.66,0.46
50681,Duck Shoot,Rupert Gregson-Williams,rock,melancholic,0.14,119,0.03,0.23,0.69
50682,Streets of London,Ralph McTell,rock,melancholic,0.29,155,0.19,0.4,0.62
50683,O Leyli,Cem Karaca,rock,chill,0.22,82,0.44,0.41,0.76
50684,Sweetest Devotion,Adele,rock,moody,0.75,155,0.27,0.42,0.25
50685,Mr. Tambourine Man,The Byrds,rock,chill,0.47,120,0.64,0.46,0.51
50686,Ayrılık,Barış Manço,rock,sad,0.27,145,0.3,0.39,0.81
50687,Closing Time,Semisonic,rock,intense,0.85,91,0.27,0.48,0.02
50688,Same Direction,Hoobastank,rock,confident,0.99,169,0.51,0.4,0.0
50689,Far Away,Breaking Benjamin;Scooter Ward,rock,intense,0.8,107,0.25,0.54,0.04
50690,Better Days,Hedley,rock,focused,0.73,93,0.65,0.35,0.37
50691,Sosok Sempurna,Stand Here Alone,rock,focused,0.62,89,0.53,0.5,0.8
50692,Better Than Me,Hinder,rock,moody,0.68,139,0.25,0.45,0.2
50693,Aline,Jarvis Cocker,rock,focused,0.7,89,0.41,0.3,0.06
50694,Ghost,Badflower,rock,intense,0.84,139,0.33,0.51,0.01
50695,Hola Noviembre,Tan Bionica,rock,confident,0.83,120,0.53,0.65,0.11
50696,Di-Sk8 Eu Vou,Charlie Brown Jr.,rock,happy,0.8,97,0.86,0.78,0.16
50697,SAD GIRLZ LUV MONEY - Remix,Amaarae;Kali Uchis;Moliy,rock,sad,0.52,110,0.32,0.87,0.43
50698,EDGING,blink-182,rock,confident,0.91,143,0.71,0.61,0.0
50699,She Dances,Billie Marten,rock,melancholic,0.12,97,0.2,0.68,0.96
50700,Til Death Do Us Part,White Lion,rock,sad,0.48,122,0.15,0.49,0.04
50701,Three Friends - 2011 Remaster,Gentle Giant,rock,sad,0.59,133,0.26,0.32,0.16
50702,Silver Tongue,Alter Bridge,rock,intense,0.93,140,0.34,0.43,0.0
50703,Unidentified Flying Object - Remastered,UFO,rock,sad,0.56,180,0.14,0.22,0.0
50704,Oh! Sweet Nuthin' - 2015 Remaster,The Velvet Underground,rock,chill,0.47,75,0.53,0.4,0.3
50705,Hazme una Señal,Roberto Jordan,rock,happy,0.6,123,0.92,0.68,0.7
50706,Confidencias De Amor - Piel Canela,Jorge Muñiz;Ana Cirré,rock,chill,0.55,95,0.69,0.55,0.5
50707,Can You Hear Me Now,The Score,rock,moody,0.78,143,0.15,0.6,0.01
50708,Where I Belong (feat. We The Kings),Simple Plan;State Champs;We The Kings,rock,confident,0.96,92,0.6,0.48,0.0
50709,Lake Of Fire,Nirvana,rock,happy,0.62,145,0.68,0.54,0.28
50710,Cap's Promise,Henry Jackman,rock,melancholic,0.33,77,0.07,0.13,0.7
50711,Time In A Bottle,YUNGBLUD,rock,sad,0.57,137,0.16,0.31,0.03
50712,In Your Wildest Dreams,The Reverend Horton Heat,rock,chill,0.54,123,0.55,0.61,0.09
50713,Even Flow,Pearl Jam,rock,intense,0.94,105,0.27,0.39,0.0
50714,Captain America,Henry Jackman,rock,melancholic,0.27,152,0.13,0.45,0.68
50715,The Locomotion,Little Eva,rock,happy,0.78,128,0.74,0.63,0.71
50716,Olen suomalainen,Vesku Jokinen;Sundin Pojat,rock,confident,0.88,136,0.65,0.55,0.06
50717,Paranoid Android,Radiohead,rock,intense,0.85,163,0.21,0.25,0.04
50718,i'll be home for christmas,Christina Perri,rock,sad,0.09,117,0.33,0.41,0.94
50719,Had Enough,Breaking Benjamin,rock,intense,0.95,163,0.24,0.31,0.0
50720,No Me Sueltes (Es Posible),Kapanga,rock,happy,0.91,153,0.77,0.55,0.02
50721,Virginia Devereaux,Lorne Balfe,rock,melancholic,0.3,76,0.04,0.3,0.64
50722,Lovesong,Adele,rock,chill,0.37,116,0.36,0.69,0.69
50723,Tamo Ai Na Atividade,Charlie Brown Jr.,rock,happy,0.87,166,0.78,0.41,0.0
50724,"Goodnight Sweet Possums - From ""Ice Age The Meltdown""",John Powell,rock,melancholic,0.05,70,0.15,0.16,0.68
50725,Top to Toe,Fenne Lily,rock,chill,0.15,110,0.45,0.71,0.89
50726,Agora Só Falta Você,Pitty,rock,happy,0.87,128,0.76,0.56,0.02
50727,Poles Apart,Pink Floyd,rock,sad,0.41,61,0.25,0.16,0.3
50728,Serú Giran Medley - Live,Charly García,rock,melancholic,0.31,97,0.13,0.4,0.84
50729,Oh! Darling - 2019 Mix,The Beatles,rock,focused,0.67,173,0.51,0.44,0.03
50730,Prey,The Neighbourhood,rock,moody,0.78,115,0.2,0.52,0.03
50731,Goodbye,Rybičky 48;Marek Ztraceny,rock,confident,0.86,114,0.55,0.73,0.04
50732,La blanche hermine,Les Ramoneurs De Menhirs;Gilles Servat,rock,angry,1.0,172,0.16,0.39,0.09
50733,Love Shack (Edit),The B-52's,rock,happy,0.79,133,0.9,0.7,0.14
50734,American Idiot,Green Day,rock,happy,0.99,186,0.77,0.38,0.0
50735,My Name Is Human,Highly Suspect,rock,moody,0.7,139,0.19,0.52,0.0
50736,İstanbul Sokakları,Kramp,rock,angry,0.81,152,0.18,0.23,0.03
50737,Come Back,Pearl Jam,rock,sad,0.56,167,0.27,0.3,0.09
50738,Engaño,La Tropa Loca,rock,chill,0.5,88,0.54,0.53,0.01
50739,Lola (Remastered),The Kinks,rock,euphoric,0.83,151,0.9,0.42,0.47
50740,Chica Suburbana,La 25,rock,euphoric,0.92,175,0.96,0.5,0.12
50741,Stop,Sam Brown;Pete Brown,rock,chill,0.3,185,0.39,0.33,0.44
50742,I Alone - New Edit,Live,rock,angry,0.8,90,0.18,0.44,0.0
50743,Come To Life,Alter Bridge,rock,intense,0.97,97,0.27,0.38,0.0
50744,Mis Noches Sin Ti,Los Fredy´s,rock,focused,0.69,116,0.61,0.66,0.7
50745,Stop,Pink Floyd,rock,sad,0.02,76,0.31,0.56,0.92
50746,Stand by Me,Seal,rock,relaxed,0.44,107,0.81,0.74,0.26
50747,Oh Yeah,Chickenfoot,rock,intense,0.8,95,0.33,0.46,0.0
50748,Penny Lane,The Beatles,rock,chill,0.39,113,0.65,0.63,0.41
50749,The Crystal Ship,The Doors,rock,sad,0.42,178,0.34,0.31,0.8
50750,Pensaba En Ti - En Vivo,Enrique Guzman,rock,focused,0.67,96,0.51,0.53,0.38
50751,"Yo,Tú y las Rosas",Regina Alcover,rock,chill,0.51,95,0.5,0.24,0.65
50752,Abrázame Fuerte - Remastered,Enrique Guzman,rock,sad,0.39,93,0.34,0.29,0.64
50753,Black Balloon,The Goo Goo Dolls,rock,moody,0.62,104,0.33,0.34,0.06
50754,El amor es para los dos,Los Baby's,rock,happy,0.62,115,0.92,0.69,0.6
50755,Fever To The Form,Nick Mulvey,rock,sad,0.55,106,0.26,0.36,0.8
